activity_id	case_id	timeline_dt	fk_d_vessel	vessel_id	vin	vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	event_type	event_class	event_subclass	damage_status	latitude	longitude
4319981	594718	2012-05-17 03:00:00.0000000	9385985	229377	665062	WOLF	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Emergency Response	Search and Rescue	Search Successful - Rescue successful	Undamaged	34.251666666666700	-77.145000000000000
4297237	591476	2012-04-28 19:20:00.0000000	6327786	425261	9062087	YM EAST	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	CHINA	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.767000000000000	-79.874833333333300
4297237	591476	2012-04-27 18:35:00.0000000	6327786	425261	9062087	YM EAST	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	CHINA	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.767000000000000	-79.874833333333300
4297237	591476	2012-04-28 19:27:01.0000000	6327786	425261	9062087	YM EAST	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	CHINA	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Damaged	32.767000000000000	-79.874833333333300
4297237	591476	2012-04-28 19:20:01.0000000	6327786	425261	9062087	YM EAST	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	CHINA	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Damaged	32.767000000000000	-79.874833333333300
4297237	591476	2012-04-28 19:27:00.0000000	6327786	425261	9062087	YM EAST	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	CHINA	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.767000000000000	-79.874833333333300
4297324	591486	2012-04-28 06:40:01.0000000	9474457	127506	555936	NANCY K.	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.200200000000000	-75.738666666666700
4297324	591486	2012-04-28 06:39:00.0000000	9474457	127506	555936	NANCY K.	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Evasive Maneuvers	Other vessel Manuever		Undamaged	35.200200000000000	-75.738666666666700
4217292	580539	2011-12-31 15:25:00.0000000	9408439	349108	964046	OCRACOKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Grounding	In marked channel	Partial Control	Undamaged	35.209290000000000	-75.703540000000000
4352180	599326	2012-06-21 21:00:00.0000000	7094567	1192822	NC3296AV	LORI ANN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Whaler	UNITED STATES	Acknowledged Pollution Source	CORE SOUND	Sinking	Damage Control Efforts Possible	Damage Control not attempted	Damaged	34.681850000000000	-76.523610000000000
4364609	601120	2012-07-01 12:10:00.0000000	9408546	412378	1025834	THOMAS A BAUM	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.213000000000000	-75.713230000000000
4217292	580539	2011-12-31 15:25:02.0000000	9408439	349108	964046	OCRACOKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.209290000000000	-75.703540000000000
4257844	586069	2012-03-04 04:29:00.0000000	9482737	1032045	9409340	BISHU HIGHWAY	Freight Ship	Ro-Ro Cargo Ship	Vehicle Carrier	General	JAPAN	Involved in a Marine Casualty	CHARLESTON HARBOR	Material Failure (Vessels)			Undamaged	32.759740000000000	-79.918850000000000
4257844	586069	2012-03-04 04:30:00.0000000	9482737	1032045	9409340	BISHU HIGHWAY	Freight Ship	Ro-Ro Cargo Ship	Vehicle Carrier	General	JAPAN	Involved in a Marine Casualty	CHARLESTON HARBOR	Vessel Maneuverability	Total Loss		Undamaged	32.759740000000000	-79.918850000000000
4169538	573127	2011-10-16 17:05:00.0000000	9408373	331133	949252	CHICAMACOMICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Investigation (non-casualty)	HATTERAS CHANNEL	Material Failure (Non-vessels)			Undamaged	35.194466666666700	-75.770216666666700
4320837	594830	2012-05-07 13:35:00.0000000	7081964	1180219	SC4667BL	SOUTHERN SKIMMER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Loss of Stability	Other loss of stability	Reduction in Stability	Damaged	32.082375000000000	-80.871511666666700
4320837	594830	2012-05-07 14:00:00.0000000	7081964	1180219	SC4667BL	SOUTHERN SKIMMER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Grounding	Outside marked channel	No Control	Damaged	32.082375000000000	-80.871511666666700
4320837	594830	2012-05-07 13:45:00.0000000	7081964	1180219	SC4667BL	SOUTHERN SKIMMER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Capsize	Hydrodynamics		Damaged	32.082375000000000	-80.871511666666700
4303341	592418	2012-05-05 12:28:00.0000000	9408521	393663	996146	ROANOKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Grounding	In marked channel	Partial Control	Undamaged	35.209290000000000	-75.703540000000000
4160523	571547	2011-09-27 18:40:00.0000000	8897045	89985	504280	NEUSE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Vessel Maneuverability	Partial Reduction		Undamaged	35.596920000000000	-75.471160000000000
4221602	581103	2011-12-30 18:00:00.0000000	7254233	1149722	NC6637DS	Miss Lynn	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Bandit Rigged	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Undamaged	35.166500000000000	-75.752620000000000
4221602	581103	2011-12-30 17:59:00.0000000	7254233	1149722	NC6637DS	Miss Lynn	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Bandit Rigged	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Undamaged	35.166500000000000	-75.752620000000000
4210583	579500	2011-12-16 17:26:00.0000000	9408360	328438	946908	FRISCO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Total Loss		Undamaged	35.213000000000000	-75.713230000000000
4210583	579500	2011-12-16 17:26:01.0000000	9408360	328438	946908	FRISCO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Total Loss		Undamaged	35.213000000000000	-75.713230000000000
4217395	580548	2012-01-01 20:00:00.0000000	9268436	1159127	1236510	JAMES A MORAN	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Partial Reduction		Undamaged	32.739150000000000	-79.845350000000000
4217395	580548	2012-01-01 19:51:00.0000000	9268436	1159127	1236510	JAMES A MORAN	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Undamaged	32.739150000000000	-79.845350000000000
4214526	580063	2011-12-25 19:20:00.0000000	7066382	1164625	N/A SC	IMPERIAL DOCKS BY DESIGN CONSTRUCTION BARGE	Freight Barge	Barge	General	General	UNITED STATES	Suspected Pollution Source		Sinking	Damage Control Efforts Not Possible		Damaged	32.916666666666700	-79.800000000000000
4335444	596841	2012-06-05 17:30:00.0000000	9358135	671396	1153163	RELIANCE	Passenger (Uninspected)	Passenger Ship	Charter Fishing Vessel	General (6 or Fewer, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Undamaged	35.762133333333300	-75.472750000000000
4335444	596841	2012-06-05 17:30:01.0000000	9358135	671396	1153163	RELIANCE	Passenger (Uninspected)	Passenger Ship	Charter Fishing Vessel	General (6 or Fewer, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Undamaged	35.762133333333300	-75.472750000000000
4387962	604969	2012-07-21 22:02:00.0000000	8758512	1199216	NC9398DR	NC9398DR	Towing Vessel	Towing Vessel	Towing Behind (Tug)	General	UNITED STATES	Acknowledged Pollution Source	ALBEMARLE SOUND	Flooding	Progressive - damage control measures in place		Undamaged	36.012333333333300	-76.867000000000000
4243597	584108	2012-02-13 08:00:00.0000000	9407867	45080	501195	PAMLICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CORE SOUND	Material Failure (Vessels)			Undamaged	34.830540000000000	-76.390490000000000
4243597	584108	2012-02-13 08:01:00.0000000	9407867	45080	501195	PAMLICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CORE SOUND	Flooding	Progressive - damage control measures in place		Undamaged	34.830540000000000	-76.390490000000000
4390007	605129	2012-07-24 11:05:00.0000000	9375150	213820	655062	SAFARI IV	Passenger (Inspected)	Passenger Ship	Charter Fishing Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	LITTLE RIVER INLET	Emergency Response	Search and Rescue	Search Successful - Rescue unsuccessful	Undamaged	33.870436166666700	-78.608827833333300
4390007	605129	2012-07-24 10:11:00.0000000	9375150	213820	655062	SAFARI IV	Passenger (Inspected)	Passenger Ship	Charter Fishing Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	LITTLE RIVER INLET	Emergency Response	Search and Rescue	Search Successful - Rescue unsuccessful	Undamaged	33.848580000000000	-78.546358333333300
4256977	585956	2012-03-05 11:32:00.0000000	6919846	1017706	NC9972BU	NC9972BU	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Acknowledged Pollution Source	ROANOKE SOUND	Capsize	Overwhelmed by Sea and/or Wind		Damaged	35.958210000000000	-75.785860000000000
4268460	587493	2012-03-20 19:00:01.0000000	9078166	338554	955310	EMILY SHAY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Flooding	Initial - damage control measures in place		Undamaged	35.796666666666700	-75.595000000000000
4268460	587493	2012-03-20 19:00:03.0000000	9078166	338554	955310	EMILY SHAY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Material Failure (Vessels)			Undamaged	35.796666666666700	-75.595000000000000
4268460	587493	2012-03-20 19:00:06.0000000	9078166	338554	955310	EMILY SHAY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Grounding	Outside marked channel	Other	Undamaged	35.796666666666700	-75.595000000000000
4268460	587493	2012-03-20 19:00:05.0000000	9078166	338554	955310	EMILY SHAY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Vessel Maneuverability	Other loss		Undamaged	35.796666666666700	-75.595000000000000
4161382	571664	2011-10-05 00:00:02.0000000	9408761	507990	1090004	FLOYD J. LUPTON	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Loss of Electrical Power	Partial Reduction		Undamaged	35.596920000000000	-75.471160000000000
4308143	593077	2012-05-09 11:50:00.0000000	9408360	328438	946908	FRISCO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Grounding	In marked channel	Other	Undamaged	35.198666666666700	-75.739333333333300
4162107	571207	2011-10-01 08:21:58.0000000	9478229	324945	944023	NET RESULTS	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Fouling	In Fishing Gear		Undamaged	35.166500000000000	-75.752620000000000
4368255	593793	2012-05-16 12:50:00.0000000	9347099	383980	990245	GAME DAY	Passenger (Uninspected)	Recreational	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Damaged	32.664510000000000	-79.688830000000000
4368255	593793	2012-05-16 13:00:00.0000000	9347099	383980	990245	GAME DAY	Passenger (Uninspected)	Recreational	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Damaged	32.664510000000000	-79.688830000000000
4368255	593793	2012-05-16 12:44:00.0000000	9347099	383980	990245	GAME DAY	Passenger (Uninspected)	Recreational	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Damaged	32.664510000000000	-79.688830000000000
4368255	593793	2012-05-16 12:59:00.0000000	9347099	383980	990245	GAME DAY	Passenger (Uninspected)	Recreational	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Damaged	32.664510000000000	-79.688830000000000
4258547	586154	2012-03-06 09:00:00.0000000	9407867	45080	501195	PAMLICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	OCRACOKE INLET	Vessel Maneuverability	Partial Reduction		Undamaged	35.001550000000000	-76.015833333333300
4334611	594855	2012-05-24 15:20:11.0000000	9374011	637818	1145046	PATRIOT	Passenger (Inspected)	Passenger Ship	Ferry	Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CAPE FEAR RIVER ENTRANCE CHANNEL	Material Failure (Vessels)			Damaged	33.901570000000000	-78.016650000000000
4148896	569675	2011-09-17 17:10:00.0000000	9408372	331132	949251	CAPE POINT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Loss of Electrical Power	Partial Reduction		Undamaged	35.209290000000000	-75.703540000000000
4180069	574909	2011-10-31 10:15:00.0000000	9443199	47379	545126	GOPHER STATE	Freight Ship	General Dry Cargo Ship	Container Ship	General	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR ENTRANCE CHANNEL	Allision	Broadside	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	32.739150000000000	-79.845350000000000
4180069	574909	2011-10-31 10:14:00.0000000	8897485	90479	505022	KATIE G MCALLISTER	Towing Vessel	Towing Vessel	Towing Behind (Tug)	General	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR ENTRANCE CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	32.739150000000000	-79.845350000000000
4240155	583569	2012-02-06 05:59:00.0000000	8861569	45565	509266	ADDIS SYLVESTER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Damaged	32.739150000000000	-79.845350000000000
4240155	583569	2012-02-06 06:00:00.0000000	8861569	45565	509266	ADDIS SYLVESTER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Damaged	32.739150000000000	-79.845350000000000
4306939	592883	2012-05-07 20:31:00.0000000	8952114	157707	591693	FOUR GIRLS II	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.404918333333300	-80.454906666666700
4306939	592883	2012-05-07 19:30:00.0000000	8952114	157707	591693	FOUR GIRLS II	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Material Failure (Non-vessels)			Damaged	32.404918333333300	-80.454906666666700
4214319	580043	2011-12-21 09:50:00.0000000	8311363	71578	270907	FORT CASWELL	Towing Vessel	Towing Vessel	Harbor/Ship Assist (Tug)	General	UNITED STATES	Involved in a Marine Casualty	MOREHEAD CITY CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	34.716666666666700	-76.700000000000000
4214319	580043	2011-12-21 09:49:00.0000000	8311363	71578	270907	FORT CASWELL	Towing Vessel	Towing Vessel	Harbor/Ship Assist (Tug)	General	UNITED STATES	Involved in a Marine Casualty	MOREHEAD CITY CHANNEL	Material Failure (Vessels)			Undamaged	34.716666666666700	-76.700000000000000
4214437	580050	2011-12-25 19:10:00.0000000	6308823	406298	8902280	ATLANTIC IMPALA	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	MALTA	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Non-vessels)			Undamaged	32.664510000000000	-79.688830000000000
4277702	588770	2012-04-02 12:35:00.0000000	9408360	328438	946908	FRISCO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.765800000000000	-75.758066666666700
4277702	588770	2012-04-02 12:40:00.0000000	9408360	328438	946908	FRISCO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Fire	Initial - contained		Undamaged	35.190300000000000	-75.779980000000000
4306990	592609	2012-05-07 12:00:00.0000000	9310145	303686	932135	MISS SHEBA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Flooding	Initial - out of control		Total Constructive Loss: Unsalvaged	32.933351833333300	-79.508584666666700
4306990	592609	2012-05-07 12:03:00.0000000	9310145	303686	932135	MISS SHEBA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Sinking	Damage Control Efforts Possible	Damage Control not attempted	Total Constructive Loss: Unsalvaged	32.933351833333300	-79.508584666666700
4207528	579051	2011-12-07 09:10:00.0000000	8387808	156907	590776	FOUR GIRLS	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty	ST Helena Sound	Fire	Initial - out of control		Damaged	32.516666666666700	-80.400000000000000
4287675	590185	2012-04-14 11:20:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.750000000000000
4287675	590185	2012-04-14 11:20:01.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Loss of Electrical Power	Total Loss		Undamaged	35.209290000000000	-75.750000000000000
4287675	590185	2012-04-14 11:20:02.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Total Loss		Undamaged	35.209290000000000	-75.750000000000000
4298436	591685	2012-04-29 06:19:04.0000000	9408811	603211	1135643	CROATOAN	Passenger (Inspected)	Passenger Ship	Ferry	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Damaged	35.183333333333300	-75.733333333333300
4298436	591685	2012-04-29 06:18:00.0000000	9408811	603211	1135643	CROATOAN	Passenger (Inspected)	Passenger Ship	Ferry	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Grounding	In marked channel	Partial Control	Damaged	35.183333333333300	-75.733333333333300
4152422	570197	2011-09-19 08:35:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.208440000000000	-75.703090000000000
4160659	571564	2011-09-25 08:00:00.0000000	7058076	1156316	NC6364DK	NC6364DK	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Alleged Pollution Source	BOGUE INLET	Damage to the Environment	Oil Discharge		Undamaged	34.672870000000000	-77.096740000000000
4160629	571556	2011-09-12 16:15:00.0000000	9408372	331132	949251	CAPE POINT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.213000000000000	-75.713230000000000
4298436	591685	2012-04-29 06:19:00.0000000	9408811	603211	1135643	CROATOAN	Passenger (Inspected)	Passenger Ship	Ferry	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Damaged	35.183333333333300	-75.733333333333300
4370065	602055	2012-07-06 12:31:00.0000000	7485252	499016	NC0730BG	ISLAND FERRY ADVENTURE	Passenger (Inspected)	Passenger Ship	Ferry	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	BEAUFORT INLET	Evasive Maneuvers	Other vessel Manuever		Undamaged	34.700740000000000	-76.676760000000000
4257146	586001	2012-03-03 14:50:00.0000000	6501238	598787	9271418	USNS LEWIS AND CLARK	Freight Ship	General Dry Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER ACCESS	Vessel Maneuverability	Total Loss		Undamaged	36.009166666666700	-75.083333333333300
4257146	586001	2012-03-03 14:49:01.0000000	6501238	598787	9271418	USNS LEWIS AND CLARK	Freight Ship	General Dry Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER ACCESS	Loss of Electrical Power	Total Loss		Undamaged	36.009166666666700	-75.083333333333300
4257146	586001	2012-03-03 14:52:01.0000000	6501238	598787	9271418	USNS LEWIS AND CLARK	Freight Ship	General Dry Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER ACCESS	Vessel Maneuverability	Partial Reduction		Undamaged	36.009166666666700	-75.083333333333300
4348879	598858	2012-06-14 17:30:00.0000000	8862364	46582	526403	PRIDE OF THE CAROLINAS	Passenger (Inspected)	Passenger Ship	Diving Vessel (Recreational)	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	LITTLE RIVER INLET	Vessel Maneuverability	Partial Reduction		Undamaged	33.848580000000000	-78.546359000000000
4348879	598858	2012-06-14 17:29:00.0000000	8862364	46582	526403	PRIDE OF THE CAROLINAS	Passenger (Inspected)	Passenger Ship	Diving Vessel (Recreational)	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	LITTLE RIVER INLET	Material Failure (Vessels)			Undamaged	33.848580000000000	-78.546359000000000
4231636	582457	2012-01-25 01:15:00.0000000	7015036	1113271	9410533	MED ATLANTIC	Tank Ship	Tank Ship	Chemical Tank Ship	Oil & Chemical Tank Ship	MALTA	Involved in a Marine Casualty	CAPE FEAR RIVER ENTRANCE CHANNEL	Grounding	Outside marked channel		Undamaged	33.901570000000000	-78.016650000000000
4231636	582457	2012-01-25 01:00:00.0000000	7015036	1113271	9410533	MED ATLANTIC	Tank Ship	Tank Ship	Chemical Tank Ship	Oil & Chemical Tank Ship	MALTA	Involved in a Marine Casualty	CAPE FEAR RIVER ENTRANCE CHANNEL	Material Failure (Vessels)			Undamaged	33.901570000000000	-78.016650000000000
4269236	587605	2012-03-21 16:31:00.0000000	8973035	183471	620223	BIG TAHUNA	Passenger (Uninspected)	Passenger Ship	Charter Fishing Vessel	General (6 or Fewer, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Undamaged	34.570000000000000	-75.148333333333300
4269236	587605	2012-03-21 16:30:00.0000000	8973035	183471	620223	BIG TAHUNA	Passenger (Uninspected)	Passenger Ship	Charter Fishing Vessel	General (6 or Fewer, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Undamaged	34.570000000000000	-75.148333333333300
4181165	574623	2011-10-29 12:20:00.0000000	7153463	1160061	NC2129AN	NC2129AN	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty	BOGUE INLET	Emergency Response	Search and Rescue	Search Successful - Rescue successful	Damaged	34.672870000000000	-77.096740000000000
4181165	574623	2011-10-29 11:55:00.0000000	7153463	1160061	NC2129AN	NC2129AN	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty	BOGUE INLET	Material Failure (Vessels)			Damaged	34.672870000000000	-77.096740000000000
4181165	574623	2011-10-29 11:56:00.0000000	7153463	1160061	NC2129AN	NC2129AN	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty	BOGUE INLET	Flooding	Progressive - out of control		Damaged	34.672870000000000	-77.096740000000000
4181165	574623	2011-10-29 11:57:00.0000000	7153463	1160061	NC2129AN	NC2129AN	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty	BOGUE INLET	Capsize	Overwhelmed by Sea and/or Wind		Damaged	34.672870000000000	-77.096740000000000
4328366	595831	2012-05-30 07:30:00.0000000	9409245	1161859	1237503	SEA LEVEL	Passenger (Inspected)	Passenger Ship	Ferry	General (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Vessel Maneuverability	Other loss		Undamaged	35.378690000000000	-75.692120000000000
